input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
maybe it went out. should someone check it?,i've never seen anything like that,i don't think it's a good idea,that's a dead one,i don't think that's going to be so bad,i don't know what to say,original/standard_beam_search_bs10_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp0.7.json_6,original/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,59,your men knew the risks.,your risks risks risks risks,you've got to be kidding,i'm not saying that,i thought you were a.,what are you doing?,clustered/standard_beam_search_bs100_npad0.3.json_6,original/standard_beam_search_bs10.json_8,original/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.5.json_7,clustered/random_sampling_temp0.7.json_0,3,it bit you.,you know what i mean,it's not your fault,you're not in the mood,i've got to go,i'm not telling you,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.7.json_8,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp0.5.json_5,44,fine speech. now what do we do?,back to the?!,i don't want to hear it,what's the matter with you?,i don't know what to say to him,come on let's go,clustered/iterative_beam_search_bs5_ibs100.json_8,original/clustering_beam_search_bs10_cbs5.json_6,clustered/random_sampling_temp1.0_top100.json_2,original/clustering_beam_search_bs10_cbs5.json_9,original/iterative_beam_search_bs5_ibs10.json_2,57,aren't you coming?,i don't know what to say,i don't think so,i'm in a hurry,i've got to go,i've got to go,original/standard_beam_search_bs10_npad0.3.json_7,clustered/beam_search_bs100_kpercand3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/clustering_beam_search_bs100_cbs5.json_6,original/standard_beam_search_bs10.json_6,4
he was... taken.,but what did he want?,i'm sorry i didn't know you were here,why didn't you tell me?,what did you tell him?,i don't know why,clustered/random_sampling_temp1.0_top100.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/standard_beam_search_bs100.json_6,clustered/random_sampling_temp1.0.json_2,original/standard_beam_search_bs10.json_5,24,there are cables overhead. hang on. it'll clear up.,i'm here to help you,i'll tell you what,this is a. up,i've never seen anything like it,what does that mean?,clustered/random_sampling_temp0.5.json_8,original/standard_beam_search_bs10_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/standard_beam_search_bs100.json_2,88,you know where he lives?,i don't know where he is,i know where he is,i'll be right back,where'd he go?,i have a message for you so i can do anything else,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp1.0_top100.json_0,clustered/beam_search_bs100_kpercand3.json_5,clustered/random_sampling_temp1.0.json_0,original/random_sampling_temp0.7.json_9,39,make a right. you can't miss it.,come on let's go,what do we do now?,i've never seen anything like it,all right pay the price,i don't know what to say,clustered/beam_search_bs100_kpercand3.json_4,clustered/random_sampling_temp1.0.json_1,clustered/beam_search_bs100_kpercand3.json_9,clustered/random_sampling_temp1.0.json_3,clustered/beam_search_bs100_kpercand3.json_7,89,are you alright?,i'm going to miss you,in 1945 all alone are three?,are you all right?,i'll be right back,you're not going anywhere,clustered/random_sampling_temp0.5.json_9,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_3,original/clustering_beam_search_bs10_cbs5.json_5,30
where are you?,you're the only one i've ever seen in my entire life and i haven't seen anything,take a look at this,i don't think so,let's get out of here,it looks like the whole world is going away,clustered/diverse_beam_search_bs100_dbs0.8.json_7,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/standard_beam_search_bs100.json_4,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0_top10.json_8,12,will he be alright?,he's been talking to,i'll be right back ma'a m but i can't,i'll be right there,he'll be back,i'll be right back,clustered/random_sampling_temp1.0.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10.json_4,clustered/beam_search_bs100_kpercand3.json_0,33,what are you looking to read?,i don't know what to do,what's the matter?,what's the matter?,what is this thing?,i've been looking for you,clustered/random_sampling_temp0.5.json_4,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp0.5.json_0,original/random_sampling_temp1.0_top10.json_4,clustered/beam_search_bs100_kpercand3.json_6,95,he said we're all going to have to go talk to the guy.,what happened to your cabin driver?,do you know what he said?,what did he say to you?,he was at the door,i don't think so,original/random_sampling_temp1.0.json_2,original/iterative_beam_search_bs5_ibs10.json_6,clustered/random_sampling_temp0.7.json_1,clustered/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_3,99,you really got a masters degree?,i don't know what you mean,i don't know what to say,you don't have to do that,i'll do it,what do you mean?,original/beam_search_bs10_kpercand3.json_6,original/beam_search_bs10_kpercand3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_6,original/clustering_beam_search_bs10_cbs5.json_0,98
"c'mon, i need to talk to you. just the two of us.",i can't help it,what are you doing?,i've got to go,i'll be right back ma'a m i'm sorry i didn't know you were here but i'll tell you what i'm going to do,i'll be right back,clustered/random_sampling_temp1.0_top100.json_1,clustered/standard_beam_search_bs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/random_sampling_temp0.5.json_1,82,who invited you?,i'll be right back,what sort of surprise would you like?,let's get out of here,i'm going to you,mr? i'm sorry,original/random_sampling_temp0.5.json_0,original/random_sampling_temp1.0.json_3,original/iterative_beam_search_bs5_ibs10.json_5,clustered/random_sampling_temp0.5.json_8,clustered/iterative_beam_search_bs5_ibs100.json_9,14,it's okay.,come on let's go,i thought i'd shoot that,i don't know what you're talking about,i can't believe it,i'm glad you're here,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_2,clustered/standard_beam_search_bs100_npad0.3.json_8,0,when do we go?,what do you think?,i don't know what to say,what do you think?,i can't believe it,i've got to go,clustered/standard_beam_search_bs100.json_0,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_0,clustered/random_sampling_temp0.5.json_2,clustered/beam_search_bs100_kpercand3.json_7,32,"it's happened at last, we've become a limited company.",it's not the same,what do you mean?,i don't know what you're thinking,i didn't know you were here,where are you going?,clustered/random_sampling_temp0.5.json_5,clustered/random_sampling_temp0.7.json_0,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.5.json_8,original/iterative_beam_search_bs5_ibs10.json_3,84
"when you get going on those broads, think of me!",and if you can't see them i will,what are you doing?,what are you doing?,what do you mean?,i've got to go,original/random_sampling_temp1.0_top10.json_7,original/standard_beam_search_bs10_npad0.3.json_1,original/clustering_beam_search_bs10_cbs5.json_1,clustered/clustering_beam_search_bs100_cbs5.json_2,original/standard_beam_search_bs10.json_3,81,what are you crying for?,get out of here!,what are you talking about?,you're in the wrong place but not the way i do it,what do you want?,i'll be right back,clustered/iterative_beam_search_bs5_ibs100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp1.0_top10.json_9,clustered/standard_beam_search_bs100_npad0.3.json_2,original/standard_beam_search_bs10.json_5,48,shall we unpack it?,last time i saw you,that's what it looks like,i'll get it,i'll see you in a minute,i'll tell you what,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp1.0_top100.json_8,original/standard_beam_search_bs10_npad0.3.json_2,original/standard_beam_search_bs10.json_8,original/random_sampling_temp0.7.json_0,49,maybe you inspire me.,that's why i'm here,i'm not a.,i've been thinking,perhaps you're right,i don't know why,original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp1.0_top10.json_0,clustered/random_sampling_temp0.5.json_4,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,27,well i was right. you are a sentimentalist.,what do you mean by that?,come on let's go,i've got a list of names from the president of the united states,this will never happen or must i. yourself in your book,how do you do?,original/standard_beam_search_bs10.json_6,clustered/iterative_beam_search_bs5_ibs100.json_2,original/random_sampling_temp0.5.json_9,original/random_sampling_temp1.0.json_8,clustered/beam_search_bs100_kpercand3.json_3,61
why are you working today?,want to see me?,what are you doing here?,there's nothing i can do,i don't think so,why didn't you tell me?,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/clustering_beam_search_bs100_cbs5.json_0,original/iterative_beam_search_bs5_ibs10.json_8,clustered/standard_beam_search_bs100.json_3,clustered/standard_beam_search_bs100.json_5,25,tell me your name.,i've been looking for you,why would you call me a fool?,how do you do?,what do you want?,i'll tell you what i'll do when you're ready,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_7,clustered/beam_search_bs100_kpercand3.json_1,original/standard_beam_search_bs10.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_5,19,they've taken your clothes?,i was just passing by,what are you doing?,what are you doing here?,she did not? our style,what do you mean?,clustered/random_sampling_temp1.0_top100.json_9,clustered/random_sampling_temp1.0_top100.json_0,original/clustering_beam_search_bs10_cbs5.json_2,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_1,16,do you really know superman?,i'm gonna get a?,there's nothing to be gained,i can't believe it,but i'm not gonna do any more,i don't know what you're talking about,original/random_sampling_temp0.5.json_4,clustered/random_sampling_temp1.0.json_2,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_4,original/diverse_beam_search_bs10_dbs0.8.json_1,52,do you think they'll walk away?,that's the way it is,who do you think you are?,what do you think they're doing here?,how do you know?,i can't feel it,clustered/random_sampling_temp0.7.json_2,original/iterative_beam_search_bs5_ibs10.json_7,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/beam_search_bs100_kpercand3.json_3,clustered/random_sampling_temp0.7.json_6,90
i might do it wrong.,i don't think i can do that,i don't have a choice,i don't know what you're talking about!,i can't believe it,i don't think you'll get it,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp1.0_top10.json_0,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp0.5.json_1,clustered/random_sampling_temp0.5.json_9,28,i was holding for someone. that wasn't even mine.,i didn't know what to do with it,what are you talking about?,you're a.,i'll be right back,what are you doing here?,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/beam_search_bs100_kpercand3.json_0,72,that's coming along well!,that's what i'm saying,don't worry about it,the! are coming in,i'm announcing the power of the!,i'll be right back,original/clustering_beam_search_bs10_cbs5.json_6,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_5,original/random_sampling_temp0.7.json_8,original/clustering_beam_search_bs10_cbs5.json_0,35,i've lost interest.,by the way what are you doing here?,i've never seen anything like it,i want to know what you want,i'm sorry i didn't mean to interrupt you but i've been thinking about it for years,what are you talking about?,original/iterative_beam_search_bs5_ibs10.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/standard_beam_search_bs10_npad0.3.json_2,47,i forgot where i put my keys.,i can't believe it,what do you mean?,where did you get this?,i managed to get hold of my own room,i'm going to go back to the. and tell them i'm the best,clustered/random_sampling_temp0.5.json_2,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp0.7.json_8,original/random_sampling_temp0.5.json_9,71
what happened to your pants?,don't look at me like that,i don't know what's going on here,are you all right?,what do you mean?,you're a?,clustered/random_sampling_temp0.7.json_4,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/iterative_beam_search_bs5_ibs100.json_1,original/standard_beam_search_bs10_npad0.3.json_2,clustered/random_sampling_temp0.7.json_3,10,you watch this garbage?,what's the matter with you?,i'll take care of it myself,b this st la vie,i'll be right back,i'll be right back,original/beam_search_bs10_kpercand3.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_2,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_0,41,my wife wasn't diabetic.,i can't remember what it was,what are you talking about?!,i don't know what you mean,what do you mean?,excuse me ma'a m,clustered/random_sampling_temp1.0_top100.json_9,original/beam_search_bs10_kpercand3.json_8,original/clustering_beam_search_bs10_cbs5.json_6,clustered/beam_search_bs100_kpercand3.json_0,clustered/iterative_beam_search_bs5_ibs100.json_3,42,go ahead to the saloon. but don't get too drunk!,performance beep holly has trouble godforsaken expelled!,whose fault is it?,i'll be right back,i don't want to be get!,you can't do that!,original/random_sampling_temp1.0.json_9,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,56,i almost thought for a second...,i was out of the research department,i... e been looking for you all day,how did you know?,i... e got to get out,and then suddenly you hit the...,original/random_sampling_temp1.0.json_1,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/clustering_beam_search_bs100_cbs5.json_5,original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp1.0.json_9,78
"you ain't gettin 'in no trouble, i hope.",where's my boy?,what do you mean?,i ain't goin nowhere,i don't know what you're talking about,i'm glad you're here,original/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.5.json_4,63,where the hell is he?,i've got to get him out of here before he gets to new york,let's get this straight,his name is is he,i don't think so,i don't know where he is,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_6,original/iterative_beam_search_bs5_ibs10.json_9,clustered/standard_beam_search_bs100.json_3,clustered/random_sampling_temp0.7.json_1,5,does he have the marked bills on him?,i don't know what he's doing,i don't know jack,what do you think?,he doesn't know anything,he's in the car,original/beam_search_bs10_kpercand3.json_7,clustered/random_sampling_temp1.0.json_1,original/clustering_beam_search_bs10_cbs5.json_1,clustered/beam_search_bs100_kpercand3.json_6,clustered/random_sampling_temp0.7.json_2,69,he certainly was not a popular fellow when they planted him.,he was a good man,i don't think so,you don't know him,but he's not a.,he was the only one who knew it,clustered/standard_beam_search_bs100_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp0.7.json_2,original/random_sampling_temp0.5.json_6,clustered/random_sampling_temp0.7.json_8,74,are you sure you even packed it?,i'll be right back,i don't know what i'm going to do,i can only tell you i'm not a very good girl,what do you mean?,i've got to go,original/standard_beam_search_bs10.json_2,original/diverse_beam_search_bs10_dbs0.8.json_7,original/random_sampling_temp1.0_top10.json_8,clustered/standard_beam_search_bs100.json_0,original/clustering_beam_search_bs10_cbs5.json_3,58
ssh. i'm on a stakeout.,i don't know what to do,i've never seen anything like it,what are you doing?,i've never seen anything like it before but i'm sure you're,they're on you,original/standard_beam_search_bs10_npad0.3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/standard_beam_search_bs100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/random_sampling_temp1.0.json_1,67,i like cows.,what do you mean?,so what do you think?,what kind do they get?,that's why i'm here,i'll be right back,clustered/standard_beam_search_bs100_npad0.3.json_1,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0.json_1,clustered/clustering_beam_search_bs100_cbs5.json_9,original/random_sampling_temp0.5.json_0,40,i'm scared shitless.,no you're not,i don't know what you're doing,i don't know what to say,what are you doing here?,what are you talking about?,clustered/beam_search_bs100_kpercand3.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp1.0.json_0,original/standard_beam_search_bs10.json_2,37,don't you think you should at least wave?,why don't you come with me?,it's not a good idea,have you ever heard of should?,everything's going to be all right,i'll be right back,original/iterative_beam_search_bs5_ibs10.json_7,clustered/random_sampling_temp1.0_top100.json_8,original/iterative_beam_search_bs5_ibs10.json_9,clustered/iterative_beam_search_bs5_ibs100.json_8,original/diverse_beam_search_bs10_dbs0.8.json_0,66,jesus! are you serious?,i'll be right back,i'll be right back,i'll be right back,why do you feel that way?,i'm sorry i didn't come home last night,original/iterative_beam_search_bs5_ibs10.json_3,clustered/iterative_beam_search_bs5_ibs100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_0,original/random_sampling_temp0.7.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_3,34
you sure know how to take a lot of punishment.,as a matter of fact,what do you mean?,i'll tell you what,i don't know what you mean,i'll take care of it,original/iterative_beam_search_bs5_ibs10.json_6,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp0.5.json_0,original/standard_beam_search_bs10.json_3,original/diverse_beam_search_bs10_dbs0.8.json_0,91,what are you looking to read?,i've never seen anything like it before but i'm sure,the? and the?,they're looking for you,if you don't mind,what's the matter with you?,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp1.0_top100.json_3,original/iterative_beam_search_bs5_ibs10.json_8,original/standard_beam_search_bs10.json_6,95,he said we're all going to have to go talk to the guy.,i think i can do it,i'm sorry i didn't hear that,what did you say?,he said he was going to talk to me,he said he'd be here,original/random_sampling_temp1.0.json_1,original/random_sampling_temp0.5.json_1,original/standard_beam_search_bs10.json_1,original/clustering_beam_search_bs10_cbs5.json_7,clustered/random_sampling_temp0.5.json_5,99,i hope he fell off.,how did you know?,i've never seen him before,just like,what do you mean?,i don't know what happened to him,clustered/iterative_beam_search_bs5_ibs100.json_1,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp0.7.json_4,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10_npad0.3.json_8,23,"i'm in a wheelchair, the truck sounds pretty good.",he'll be mad but air conditioning was with a bunch of.,i'm in the middle of nowhere,what are you doing here?,what's going on?,what do you mean?,original/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.7.json_8,original/beam_search_bs10_kpercand3.json_0,clustered/standard_beam_search_bs100_npad0.3.json_4,original/clustering_beam_search_bs10_cbs5.json_2,65
you going to answer it?,they're going to kill me,i'd like to know what it is,i'll tell you what,i think i still feel better,what are you talking about?,original/iterative_beam_search_bs5_ibs10.json_9,clustered/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp0.7.json_5,clustered/clustering_beam_search_bs100_cbs5.json_2,51,well i was right. you are a sentimentalist.,what do you mean?,what do you mean?,i don't know what you're talking about,what are you talking about?!,what are you talking about?,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp0.5.json_0,original/diverse_beam_search_bs10_dbs0.8.json_1,original/clustering_beam_search_bs10_cbs5.json_7,clustered/beam_search_bs100_kpercand3.json_1,61,my wife wasn't diabetic.,what do you mean by that?,i'll take it,i've never seen anything like it,i don't think so,that's why i'm in town,original/clustering_beam_search_bs10_cbs5.json_3,clustered/random_sampling_temp1.0.json_0,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_3,42,now i think we really do understand one another.,i don't think so,that's why we're here,i've never seen anything like it,it's a very good story,i don't believe it,clustered/random_sampling_temp1.0_top100.json_0,clustered/beam_search_bs100_kpercand3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp1.0_top100.json_6,clustered/standard_beam_search_bs100.json_2,64,where the hell is he?,out of my way!,i've got to get him out of here before he gets back to new york new york city new york,let's get out of here,you know what i mean?,i've got to get him out of here before he gets back to new york new york city new york city,original/random_sampling_temp0.7.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_3,clustered/beam_search_bs100_kpercand3.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,5
see anything you like?,you've got to be kidding,you're all right,i can't believe it,i don't like this,i'll be right back,clustered/random_sampling_temp0.7.json_6,clustered/random_sampling_temp0.5.json_3,clustered/standard_beam_search_bs100.json_4,clustered/random_sampling_temp0.5.json_5,original/clustering_beam_search_bs10_cbs5.json_2,45,what's he get if he wins here?,i don't know what you're talking about,i'll take care of it,i've got him,i don't know what you're thinking,i've got to get him out,original/diverse_beam_search_bs10_dbs0.8.json_2,original/beam_search_bs10_kpercand3.json_3,clustered/standard_beam_search_bs100_npad0.3.json_7,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10.json_8,79,tell me your name.,it's the. of the earth,i'll tell you what i'll do when i say,i've never seen this guy before,my name is your name,tell me what you know,original/random_sampling_temp1.0_top10.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/random_sampling_temp1.0_top10.json_3,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/beam_search_bs100_kpercand3.json_6,19,so what should i wear?,that's what i thought,we have to go home,it's nonsense where i get canned,don't worry about it,i don't think so,original/iterative_beam_search_bs5_ibs10.json_3,clustered/random_sampling_temp1.0.json_2,original/random_sampling_temp1.0.json_4,clustered/iterative_beam_search_bs5_ibs100.json_3,original/diverse_beam_search_bs10_dbs0.8.json_1,20,jesus! are you serious?,i don't want to hurt you,i've had enough,i'll be right back!,i'm sorry i can't help but notice you're not disturbing me!,there's no need for that,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp1.0_top100.json_4,original/diverse_beam_search_bs10_dbs0.8.json_7,original/random_sampling_temp0.5.json_9,original/iterative_beam_search_bs5_ibs10.json_9,34
i've lost interest.,i don't know what to do,that's why i'm here,i'm afraid i'm going to have to do something,i've been thinking about you,what do you mean?,original/standard_beam_search_bs10_npad0.3.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp0.5.json_9,original/random_sampling_temp0.5.json_5,clustered/standard_beam_search_bs100_npad0.3.json_0,47,this thing's going nowhere.,i'll be right back,now i can see the girl,i don't know what i'm doing,we're going to have to take him out to thing,nah i don't know,original/standard_beam_search_bs10_npad0.3.json_2,original/random_sampling_temp0.7.json_7,original/standard_beam_search_bs10.json_9,original/random_sampling_temp1.0_top10.json_8,clustered/iterative_beam_search_bs5_ibs100.json_9,38,he thinks people *like* to get whacked by branches.,he's got a lot of.,he's got a gun,he doesn't know what he's doing,you know what he said?,don't you see?,original/clustering_beam_search_bs10_cbs5.json_8,clustered/random_sampling_temp0.5.json_5,original/standard_beam_search_bs10_npad0.3.json_4,original/random_sampling_temp0.5.json_1,clustered/iterative_beam_search_bs5_ibs100.json_2,62,"bravo, your majesty!",i can help you!,nay ln the name of the emperor!,i'm working on it!,i'll be right back!,i'll take care of that,original/random_sampling_temp0.7.json_2,clustered/random_sampling_temp1.0.json_9,clustered/random_sampling_temp1.0.json_2,original/standard_beam_search_bs10_npad0.3.json_6,original/beam_search_bs10_kpercand3.json_8,2,your men knew the risks.,it was a long time ago,you're a.,i'm not saying he's a traitor,why didn't you tell me?,you're a.,clustered/random_sampling_temp1.0_top100.json_2,original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp1.0_top10.json_5,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/beam_search_bs100_kpercand3.json_6,3
