input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
maybe it went out. should someone check it?,i don't know what you're saying,i've never seen anything like it,or maybe it's a lie,maybe i just ran off and left the room,i don't know what it is,original/standard_beam_search_bs10_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp0.7.json_6,original/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,59,your men knew the risks.,i didn't know what to do,you're the only one who can help me,you're a good man,they were killed in the war,what's the matter with you?,clustered/standard_beam_search_bs100_npad0.3.json_6,original/standard_beam_search_bs10.json_8,original/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.5.json_7,clustered/random_sampling_temp0.7.json_0,3,it bit you.,you're not going anywhere,i want to talk to you,i'm an expert on this,you'll have to do it,i'm gonna make it a.,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.7.json_8,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp0.5.json_5,44,fine speech. now what do we do?,aii right i'll do it,we're not going to do anything,we're going to the?,we're going to have to do something,come on let's go!,clustered/iterative_beam_search_bs5_ibs100.json_8,original/clustering_beam_search_bs10_cbs5.json_6,clustered/random_sampling_temp1.0_top100.json_2,original/clustering_beam_search_bs10_cbs5.json_9,original/iterative_beam_search_bs5_ibs10.json_2,57,aren't you coming?,i don't know what you're saying,i've got to go,can't you see i'm busy?,you're not going anywhere,i'll be back in a moment,original/standard_beam_search_bs10_npad0.3.json_7,clustered/beam_search_bs100_kpercand3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/clustering_beam_search_bs100_cbs5.json_6,original/standard_beam_search_bs10.json_6,4
he was... taken.,i was in the middle of the night,i'm sure he'll be very happy to see you ma'a m,i can't believe it!,now i don't know what it is,i don't know what he's talking about,clustered/random_sampling_temp1.0_top100.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/standard_beam_search_bs100.json_6,clustered/random_sampling_temp1.0.json_2,original/standard_beam_search_bs10.json_5,24,there are cables overhead. hang on. it'll clear up.,there's a lot of.,i don't know what i'm doing,where are you taking me?,we're going to need some help,what do you want me to do?,clustered/random_sampling_temp0.5.json_8,original/standard_beam_search_bs10_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/standard_beam_search_bs100.json_2,88,you know where he lives?,i don't know where he is,you know where he is?,no i don't think so,he's a friend of mine,i know you don't know him but he's a little bit of a jerk,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp1.0_top100.json_0,clustered/beam_search_bs100_kpercand3.json_5,clustered/random_sampling_temp1.0.json_0,original/random_sampling_temp0.7.json_9,39,make a right. you can't miss it.,what do you want me to do?,i'll be out in a minute,you've got to be kidding,it's right in front of you,you're not going anywhere,clustered/beam_search_bs100_kpercand3.json_4,clustered/random_sampling_temp1.0.json_1,clustered/beam_search_bs100_kpercand3.json_9,clustered/random_sampling_temp1.0.json_3,clustered/beam_search_bs100_kpercand3.json_7,89,are you alright?,i'm just a little tired,it keeps them calm as if i am the boss of the house,what's the matter with you?,come on let's go!,i don't want to go,clustered/random_sampling_temp0.5.json_9,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_3,original/clustering_beam_search_bs10_cbs5.json_5,30
where are you?,i've been waiting for you to come back and find me a place where we can meet each other in the morning at 9 00,may i ask you a question?,where do you think you're going?,can't you see that?,i was just looking to get a little bit of coffee,clustered/diverse_beam_search_bs100_dbs0.8.json_7,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/standard_beam_search_bs100.json_4,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0_top10.json_8,12,will he be alright?,you've? the signal,i'll take care of him ma'a m,i don't want to see him anymore,i'll be right there,he'll be all right,clustered/random_sampling_temp1.0.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10.json_4,clustered/beam_search_bs100_kpercand3.json_0,33,what are you looking to read?,i don't know what to say,what's going on here?,i don't know what it is,you have your own??,i don't know what you mean,clustered/random_sampling_temp0.5.json_4,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp0.5.json_0,original/random_sampling_temp1.0_top10.json_4,clustered/beam_search_bs100_kpercand3.json_6,95,he said we're all going to have to go talk to the guy.,i get the car it's all past us,come on let's go!,i'll take care of it,he says that's the way it is,what are you going to do?,original/random_sampling_temp1.0.json_2,original/iterative_beam_search_bs5_ibs10.json_6,clustered/random_sampling_temp0.7.json_1,clustered/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_3,99,you really got a masters degree?,i don't know what you mean,i don't know what to say,i've never seen anything like it,i don't know what to do,no i don't think so,original/beam_search_bs10_kpercand3.json_6,original/beam_search_bs10_kpercand3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_6,original/clustering_beam_search_bs10_cbs5.json_0,98
"c'mon, i need to talk to you. just the two of us.",i don't know what you're talking about,what are you talking about?,i've got to go,i've got to get out of here before somebody else gets hurt and nobody knows what's going on in the last 24 hours,i'll be right back,clustered/random_sampling_temp1.0_top100.json_1,clustered/standard_beam_search_bs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/random_sampling_temp0.5.json_1,82,who invited you?,who the hell are you?,why did you come here at the wedding?,let's get out of here,i'm in a bad mood,listen to me for a minute,original/random_sampling_temp0.5.json_0,original/random_sampling_temp1.0.json_3,original/iterative_beam_search_bs5_ibs10.json_5,clustered/random_sampling_temp0.5.json_8,clustered/iterative_beam_search_bs5_ibs100.json_9,14,it's okay.,come on let's go!,i don't ever want to compliment you,i'm sorry i'm sorry,i'll be right there,i don't care what you do,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_2,clustered/standard_beam_search_bs100_npad0.3.json_8,0,when do we go?,i'll be right back,i don't know if i can,i'll be right back,i'll go with you,i'll be back in a minute,clustered/standard_beam_search_bs100.json_0,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_0,clustered/random_sampling_temp0.5.json_2,clustered/beam_search_bs100_kpercand3.json_7,32,"it's happened at last, we've become a limited company.",it's a bit of a shock,you know what i mean?,i don't know what you're saying,we can't afford to lose it,is that what you want?,clustered/random_sampling_temp0.5.json_5,clustered/random_sampling_temp0.7.json_0,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.5.json_8,original/iterative_beam_search_bs5_ibs10.json_3,84
"when you get going on those broads, think of me!",they'll be out of the loop by now!,i don't care what you do!,i don't know what to say,what do you want me to do?,i don't know what to do!,original/random_sampling_temp1.0_top10.json_7,original/standard_beam_search_bs10_npad0.3.json_1,original/clustering_beam_search_bs10_cbs5.json_1,clustered/clustering_beam_search_bs100_cbs5.json_2,original/standard_beam_search_bs10.json_3,81,what are you crying for?,come on let's go!,i've got to go,you don't think i'm stupid and you're not so good,i'll kill you!,i've been waiting for you,clustered/iterative_beam_search_bs5_ibs100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp1.0_top10.json_9,clustered/standard_beam_search_bs100_npad0.3.json_2,original/standard_beam_search_bs10.json_5,48,shall we unpack it?,pardon me i have to go,it's a little bit?,i'll see you later,i don't know what to do with it,no i don't think so,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp1.0_top100.json_8,original/standard_beam_search_bs10_npad0.3.json_2,original/standard_beam_search_bs10.json_8,original/random_sampling_temp0.7.json_0,49,maybe you inspire me.,is that what you want?,i'll tell you what,you're not a.,whose side are you on?,i'll tell you what's wrong,original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp1.0_top10.json_0,clustered/random_sampling_temp0.5.json_4,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,27,well i was right. you are a sentimentalist.,i don't know what you're talking about!,would you like a drink?,so i've been thinking about fixing a.,we're not going to keep you on board until we will take master. 's fee and a the clip tonight,i'll be right back,original/standard_beam_search_bs10.json_6,clustered/iterative_beam_search_bs5_ibs100.json_2,original/random_sampling_temp0.5.json_9,original/random_sampling_temp1.0.json_8,clustered/beam_search_bs100_kpercand3.json_3,61
why are you working today?,excuse me i have to go,what are you doing here?,aren't you going to tell me?,i'll be right back,what do you want me to do?,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/clustering_beam_search_bs100_cbs5.json_0,original/iterative_beam_search_bs5_ibs10.json_8,clustered/standard_beam_search_bs100.json_3,clustered/standard_beam_search_bs100.json_5,25,tell me your name.,why don't you tell me?,the.. the. the. the. the.,what are you talking about?,i'll tell you what,i'll tell you what's wrong with me and everybody else,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_7,clustered/beam_search_bs100_kpercand3.json_1,original/standard_beam_search_bs10.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_5,19,they've taken your clothes?,they were just a little bit?,what are you talking about?,i don't have any money,oh i'm dead watson!,i'll tell you what,clustered/random_sampling_temp1.0_top100.json_9,clustered/random_sampling_temp1.0_top100.json_0,original/clustering_beam_search_bs10_cbs5.json_2,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_1,16,do you really know superman?,i'm very happy to know that,i know more about him than i am,i've never seen him before,i'm gonna go back to his place,i've never seen him,original/random_sampling_temp0.5.json_4,clustered/random_sampling_temp1.0.json_2,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_4,original/diverse_beam_search_bs10_dbs0.8.json_1,52,do you think they'll walk away?,you think i'm stupid?,maybe they're not?,i don't think they're going to,i don't know what you're talking about,it's not a?!,clustered/random_sampling_temp0.7.json_2,original/iterative_beam_search_bs5_ibs10.json_7,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/beam_search_bs100_kpercand3.json_3,clustered/random_sampling_temp0.7.json_6,90
i might do it wrong.,i don't know what you're saying,i don't have a choice,i've got to get out of here!,you know what i mean?,i'm very proud of you,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp1.0_top10.json_0,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp0.5.json_1,clustered/random_sampling_temp0.5.json_9,28,i was holding for someone. that wasn't even mine.,i didn't know what to do with them,well it's not the same,i've got to get out of here,you're not the only one,what are you talking about?,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/beam_search_bs100_kpercand3.json_0,72,that's coming along well!,what are you doing here?!,i don't know what to say,i thought you had a nice dinner,i hope you'll pay all the money for your journey,what are you doing here?,original/clustering_beam_search_bs10_cbs5.json_6,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_5,original/random_sampling_temp0.7.json_8,original/clustering_beam_search_bs10_cbs5.json_0,35,i've lost interest.,then i'll have to pay for it,i've never seen anything like this before!,they called me a pimp and i went to see if i could find this,i've never seen anything like this before in my life so many times it doesn't matter,i don't know what to say,original/iterative_beam_search_bs5_ibs10.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/standard_beam_search_bs10_npad0.3.json_2,47,i forgot where i put my keys.,i don't know what to do,i'll be right back,i don't know what to do,it's the only way to get the keys to the house,you're the one who's trying to get them on,clustered/random_sampling_temp0.5.json_2,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp0.7.json_8,original/random_sampling_temp0.5.json_9,71
what happened to your pants?,you know what i'm saying?,i don't know what you're talking,didn't i tell you?,i don't know what to say,i'll take care of it,clustered/random_sampling_temp0.7.json_4,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/iterative_beam_search_bs5_ibs100.json_1,original/standard_beam_search_bs10_npad0.3.json_2,clustered/random_sampling_temp0.7.json_3,10,you watch this garbage?,i've never seen it before,i'll tell you what's wrong,make it look like a?,i don't know what you're talking about,i'll tell you what,original/beam_search_bs10_kpercand3.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_2,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_0,41,my wife wasn't diabetic.,she didn't have a heart attack,i've never seen anything like that,i didn't know what to do with it,what are you talking about?,would you like a drink?,clustered/random_sampling_temp1.0_top100.json_9,original/beam_search_bs10_kpercand3.json_8,original/clustering_beam_search_bs10_cbs5.json_6,clustered/beam_search_bs100_kpercand3.json_0,clustered/iterative_beam_search_bs5_ibs100.json_3,42,go ahead to the saloon. but don't get too drunk!,ho gertrude somebody can help hearing them!,then i'll go to the police,i'll kill you!,i'm going with you!,i've had enough!,original/random_sampling_temp1.0.json_9,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,56,i almost thought for a second...,that means a lot to you?,i... e got to get out of here,i... l tell you what,i... l be back in a few minutes,i got here a lot of grief right at it,original/random_sampling_temp1.0.json_1,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/clustering_beam_search_bs100_cbs5.json_5,original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp1.0.json_9,78
"you ain't gettin 'in no trouble, i hope.",i'm getting out of here,what's the matter with you?,you don't have to do that,you're not going anywhere,you're a.!,original/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.5.json_4,63,where the hell is he?,i don't know what you're talking about ma'a m but it's your fault,he's not supposed to be here,looks like he's in a hurry,i'll be right back,i don't know where he is,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_6,original/iterative_beam_search_bs5_ibs10.json_9,clustered/standard_beam_search_bs100.json_3,clustered/random_sampling_temp0.7.json_1,5,does he have the marked bills on him?,i don't know what he's doing,no we don't have to,i'll tell you what,i don't have any money,i'll be right back,original/beam_search_bs10_kpercand3.json_7,clustered/random_sampling_temp1.0.json_1,original/clustering_beam_search_bs10_cbs5.json_1,clustered/beam_search_bs100_kpercand3.json_6,clustered/random_sampling_temp0.7.json_2,69,he certainly was not a popular fellow when they planted him.,i don't know what to say,i'll tell you what,you mean like a.?,he was a good boy and he was a good man,this is the only place he's been talking about,clustered/standard_beam_search_bs100_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp0.7.json_2,original/random_sampling_temp0.5.json_6,clustered/random_sampling_temp0.7.json_8,74,are you sure you even packed it?,i don't know what to do,i don't know what you're talking about!,i can only tell you the most important thing i know,what are you talking about?,i've never seen anything like it,original/standard_beam_search_bs10.json_2,original/diverse_beam_search_bs10_dbs0.8.json_7,original/random_sampling_temp1.0_top10.json_8,clustered/standard_beam_search_bs100.json_0,original/clustering_beam_search_bs10_cbs5.json_3,58
ssh. i'm on a stakeout.,i'll be back in a minute,i don't know what to do,what are you talking about?,i've got to get out of here and make sure it doesn't happen any more than you,where were you last night?,original/standard_beam_search_bs10_npad0.3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/standard_beam_search_bs100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/random_sampling_temp1.0.json_1,67,i like cows.,you know what i mean?,that's why i'm here,i'd like it to be much safer after all,you don't have to worry,i'll take you home,clustered/standard_beam_search_bs100_npad0.3.json_1,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0.json_1,clustered/clustering_beam_search_bs100_cbs5.json_9,original/random_sampling_temp0.5.json_0,40,i'm scared shitless.,what do you think you're doing?,i'll take care of it myself and make sure,i've got to get out of here,i'll strangle you!,i don't want to die,clustered/beam_search_bs100_kpercand3.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp1.0.json_0,original/standard_beam_search_bs10.json_2,37,don't you think you should at least wave?,why don't you take a look at it?,don't you think you ought to?,when i was a kid i used to be a?,aii right i'll do it,i don't know what you're talking about,original/iterative_beam_search_bs5_ibs10.json_7,clustered/random_sampling_temp1.0_top100.json_8,original/iterative_beam_search_bs5_ibs10.json_9,clustered/iterative_beam_search_bs5_ibs100.json_8,original/diverse_beam_search_bs10_dbs0.8.json_0,66,jesus! are you serious?,is that what you want?,is that what you want?,i don't know what you're talking about,i just want to say i'm sorry,i've never seen you like this before in my life so many times,original/iterative_beam_search_bs5_ibs10.json_3,clustered/iterative_beam_search_bs5_ibs100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_0,original/random_sampling_temp0.7.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_3,34
you sure know how to take a lot of punishment.,can't you see that?,what are you talking about?,i don't know what you're talking about,i don't know what to say,i'll tell you what,original/iterative_beam_search_bs5_ibs10.json_6,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp0.5.json_0,original/standard_beam_search_bs10.json_3,original/diverse_beam_search_bs10_dbs0.8.json_0,91,what are you looking to read?,i've never seen anything like it in new york,i was trying to find them,i know what i'm doing,can't you see that?,i don't know what i'm talking about,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp1.0_top100.json_3,original/iterative_beam_search_bs5_ibs10.json_8,original/standard_beam_search_bs10.json_6,95,he said we're all going to have to go talk to the guy.,we're gonna need a couple of minutes until he falls asleep,you don't have to go,you know what i'm saying?,we're not going to let you go,we're gonna be late,original/random_sampling_temp1.0.json_1,original/random_sampling_temp0.5.json_1,original/standard_beam_search_bs10.json_1,original/clustering_beam_search_bs10_cbs5.json_7,clustered/random_sampling_temp0.5.json_5,99,i hope he fell off.,i don't know what to say,i don't know what he's doing,i'd never love him that way,what's the matter with you?,i'm sure he'll be all right,clustered/iterative_beam_search_bs5_ibs100.json_1,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp0.7.json_4,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10_npad0.3.json_8,23,"i'm in a wheelchair, the truck sounds pretty good.",unfortunately up there you'll catch the big night break just run around in a red. and watch us get down to a nice very masquerade,that's what i was going to do,what are you doing here?,how do you know that?,i'll be right back,original/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.7.json_8,original/beam_search_bs10_kpercand3.json_0,clustered/standard_beam_search_bs100_npad0.3.json_4,original/clustering_beam_search_bs10_cbs5.json_2,65
you going to answer it?,look i don't know what you're talking about,no it's not the?,i want to talk to you,if i were you i'd find a way out,i'll tell you what,original/iterative_beam_search_bs5_ibs10.json_9,clustered/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp0.7.json_5,clustered/clustering_beam_search_bs100_cbs5.json_2,51,well i was right. you are a sentimentalist.,what are you talking about?,i'll be right back,you're not the only one,i don't know what you're saying,what are you doing here?,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp0.5.json_0,original/diverse_beam_search_bs10_dbs0.8.json_1,original/clustering_beam_search_bs10_cbs5.json_7,clustered/beam_search_bs100_kpercand3.json_1,61,my wife wasn't diabetic.,i've never seen anything like this,i can't get a job,i didn't know what to do with it,i don't know what to say,what's the problem here?,original/clustering_beam_search_bs10_cbs5.json_3,clustered/random_sampling_temp1.0.json_0,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_3,42,now i think we really do understand one another.,what are you doing here?,that's why we're here,i've never seen anything like it,i have some business to attend to,i think you're right,clustered/random_sampling_temp1.0_top100.json_0,clustered/beam_search_bs100_kpercand3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp1.0_top100.json_6,clustered/standard_beam_search_bs100.json_2,64,where the hell is he?,you don't know what he's doing,i don't know what you're talking about ma'a m but a few minutes ago we went to the? and found out how much money has gone through so many times these days,we've got to find him,we've got to find him,i don't know what you're talking about ma'a m but a few minutes ago we went to the? and found out how much money has gone through so many times these days are over,original/random_sampling_temp0.7.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_3,clustered/beam_search_bs100_kpercand3.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,5
