input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
Do you have pets ?,Yes .,I used camping .,I have a cat .,I don 't have any dogs .,"No , I don 't .",original/random_sampling_temp1.3.json_4,clustered/random_sampling_temp1.0.json_2,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_4,original/diverse_beam_search_bs10_dbs0.8.json_1,52,Hi .,Hi .,It 's Hi .,Thank you .,"Hi , I 'm here .",Hi .,clustered/clustering_beam_search_bs100_cbs5.json_0,clustered/standard_beam_search_bs100.json_2,clustered/standard_beam_search_bs100.json_5,original/random_sampling_temp1.0_top10.json_0,original/random_sampling_temp1.0_top10.json_8,148,I have no idea,No ideas .,no idea .,I 's not a clue .,"planning annually , looking Bears , conspiring to spot Director Poldark reported killer anything great attach to Jake Cox things .",no idea .,clustered/standard_beam_search_bs100_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp0.7.json_2,original/random_sampling_temp1.3.json_6,clustered/random_sampling_temp0.7.json_8,74,Do you know what chess is ?,Dying just Morty 's Cake lying band ...,Yes .,Sure .,Yeah .,It 's none of your business,original/random_sampling_temp1.3.json_0,original/clustering_beam_search_bs10_cbs5.json_1,original/clustering_beam_search_bs10_cbs5.json_3,clustered/random_sampling_temp1.0_top100.json_5,original/standard_beam_search_bs10_npad0.3.json_9,135,Are you a real person ?,Roberta Jane Clinic .,"No , but you see , my people don 't fly .",Of course I 'm a real person .,Could be .,Yes and a person .,clustered/random_sampling_temp1.3.json_2,original/random_sampling_temp1.0.json_0,original/clustering_beam_search_bs10_cbs5.json_8,clustered/iterative_beam_search_bs5_ibs100.json_8,original/standard_beam_search_bs10_npad0.3.json_3,38
I am trying to figure out who you voted for since you want to talk politics .,Rayanne Oldman .,"I don 't want to talk about it , either .",I vote on Party politics 'll change Dawn garden big .,"I think it 's a good opportunity for that I guy , and I 'm gonna have to tell him that you were gonna get me a job .",I received a telegram this morning .,clustered/random_sampling_temp1.3.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,original/random_sampling_temp1.3.json_4,clustered/random_sampling_temp1.0_top100.json_1,original/random_sampling_temp1.0.json_9,112,"oh , ok ..",everyone 's living haunted here .,"you know , I don 't want to talk about it ...",yeah .,the biggest factor of my life .,you chill out .,clustered/random_sampling_temp1.3.json_8,original/clustering_beam_search_bs10_cbs5.json_9,original/iterative_beam_search_bs5_ibs10.json_6,original/standard_beam_search_bs10_npad0.3.json_7,clustered/standard_beam_search_bs100_npad0.3.json_2,21,"blows , haha , i like it",blows !,blows !,yes .,blows .,I don 't know what to say .,original/random_sampling_temp1.3.json_0,original/random_sampling_temp0.7.json_7,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp0.7.json_0,original/clustering_beam_search_bs10_cbs5.json_9,155,About what ?,I 've a feeling ...,I don 't know what you 're talking about,"Oh , I know , I know .",You .,"I don 't know , but ...",clustered/standard_beam_search_bs100_npad0.3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_6,original/random_sampling_temp0.7.json_4,clustered/random_sampling_temp0.7.json_7,original/standard_beam_search_bs10.json_8,180,Where 's that last name from ?,"I don 't know , but ...","I 'm not sure , but there are two of them .",Paris .,Where .,I 'm not sure .,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_6,original/iterative_beam_search_bs5_ibs10.json_9,clustered/standard_beam_search_bs100.json_3,clustered/random_sampling_temp0.7.json_1,5
ok what is the weather like where you are ?,"ok , Big .",nice to see you,"you 're known ... hello oh heavens oh ,","you 're warm , we 're very good .",it 's sunny,clustered/random_sampling_temp0.7.json_5,clustered/beam_search_bs100_kpercand3.json_6,original/random_sampling_temp1.0.json_7,original/random_sampling_temp0.7.json_9,clustered/random_sampling_temp1.0_top100.json_2,94,What are you ?,I 'm a star . ',I 'm a little girl .,l 'm a What .,I 'm What .,Nothing .,original/standard_beam_search_bs10_npad0.3.json_7,original/random_sampling_temp1.0_top10.json_4,original/iterative_beam_search_bs5_ibs10.json_4,clustered/standard_beam_search_bs100.json_1,original/iterative_beam_search_bs5_ibs10.json_5,113,Is Robbie a girl ?,"Yes , he is .","Yes , he 's one of our best students .",I don 't know .,It 's a picture .,Yes .,clustered/random_sampling_temp1.0_top100.json_9,clustered/random_sampling_temp1.0_top100.json_0,original/clustering_beam_search_bs10_cbs5.json_2,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_1,16,"hi baby , how are you ?",very good .,I 'm fine,"hug him , Betty .",thank you .,"I 'm fine , thank you",clustered/iterative_beam_search_bs5_ibs100.json_7,original/diverse_beam_search_bs10_dbs0.8.json_2,original/random_sampling_temp1.0.json_1,clustered/clustering_beam_search_bs100_cbs5.json_7,original/standard_beam_search_bs10.json_7,131,"no , but very surprised you are still there",I don 't like the no are no,No .,"I don 't know what to say , but we were hoping you 'd be happy .",I 'm still here .,One problem,clustered/random_sampling_temp0.7.json_7,clustered/clustering_beam_search_bs100_cbs5.json_6,original/random_sampling_temp1.0_top10.json_1,clustered/beam_search_bs100_kpercand3.json_3,original/random_sampling_temp1.0.json_6,182
That 's a mean thing to say .,I  m late .,It means he 's been dead by the time he comes up to his house .,No .,Yes .,I 'm not sure .,clustered/standard_beam_search_bs100_npad0.3.json_8,original/random_sampling_temp1.0_top10.json_4,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/standard_beam_search_bs100_npad0.3.json_0,original/random_sampling_temp0.7.json_6,160,What 's up ?,I 'm talking about it .,What will try to get to it .,The last of the holiday .,Oh !,You losing your opinion,original/standard_beam_search_bs10_npad0.3.json_6,original/random_sampling_temp1.0.json_7,original/standard_beam_search_bs10_npad0.3.json_7,clustered/beam_search_bs100_kpercand3.json_9,clustered/random_sampling_temp1.3.json_1,151,typo sorry . I 'm,"typo , typo .",Spending naked long clogs up accident afternoon did nothing to my cluck Serge was me,"typo , i 'm sorry .",typo !,typo can 't see a thing .,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp1.0.json_2,original/diverse_beam_search_bs10_dbs0.8.json_4,original/standard_beam_search_bs10.json_1,original/random_sampling_temp0.7.json_7,172,Yours .,Mmm .,No .,I  s ...,Yes .,"No , Yours .",clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/random_sampling_temp1.0_top100.json_7,original/standard_beam_search_bs10_npad0.3.json_4,original/clustering_beam_search_bs10_cbs5.json_1,clustered/clustering_beam_search_bs100_cbs5.json_5,149,Okay well I like Basketball and Football .,"No , I don 't like hockey .","Yeah , I like them .",They 're awesome .,' em .,I like them .,clustered/random_sampling_temp1.0_top100.json_5,clustered/standard_beam_search_bs100.json_1,original/random_sampling_temp1.0_top10.json_9,clustered/random_sampling_temp1.0.json_6,original/diverse_beam_search_bs10_dbs0.8.json_3,158
I think she knows but she prefers another guy,I don 't know !,I know my name .,I 'll have to ask her .,I 'm sure she does .,"his suggestion here is for impotent Is Catholic , darling baby ...",original/standard_beam_search_bs10.json_6,clustered/standard_beam_search_bs100_npad0.3.json_9,original/random_sampling_temp0.7.json_9,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp1.3.json_0,80,I do like you,I don 't know .,I like you .,beautiful .,I like you .,you look like shit !,clustered/standard_beam_search_bs100.json_4,clustered/standard_beam_search_bs100.json_0,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_4,clustered/random_sampling_temp1.0_top100.json_1,133,"You tell me , you said you do not know what happened to you .",Tell me .,I know .,Yes .,No matter what happens to me ...,"Yes , I did .",clustered/standard_beam_search_bs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_5,original/random_sampling_temp1.0_top10.json_7,clustered/standard_beam_search_bs100_npad0.3.json_9,original/clustering_beam_search_bs10_cbs5.json_4,79,"Excellent ! So am I ! Who will you visit with , exactly ?",I 'm sure you 'll be waiting .,Okay .,I will ...,"Well , I don 't know .",Oh .,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp0.7.json_6,original/random_sampling_temp1.0_top10.json_5,original/clustering_beam_search_bs10_cbs5.json_5,clustered/clustering_beam_search_bs100_cbs5.json_7,163,no,I 'm a no .,I 'm sorry .,thank you .,"a little bit more than anything else in the world , no matter how many times .",yes .,clustered/random_sampling_temp1.0_top100.json_1,clustered/standard_beam_search_bs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/beam_search_bs100_kpercand3.json_1,82
llaollao,"llaollao , llaollao .","I DON 'T KNOW WHAT YOU 'RE TALKING ABOUT , BUT THERE 'S NOTHING",llaollao .,", llaollao !","I DON 'T KNOW WHAT YOU 'RE TALKING ABOUT , llaollao .",clustered/random_sampling_temp0.7.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/standard_beam_search_bs10.json_0,original/clustering_beam_search_bs10_cbs5.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_7,31,I don 't get you,you belong to me !,I doubt you .,I know,I please .,I .,original/standard_beam_search_bs10_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp0.7.json_6,original/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,59,"Yes , that might be true for a lot of things but some things can only be done by humans .",I think so .,Perhaps a possibility .,This have Yes venom ... causing crimes from different sensations .,It 's possible .,Izumi Henson .,clustered/beam_search_bs100_kpercand3.json_4,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp1.3.json_0,original/random_sampling_temp1.0_top10.json_4,clustered/random_sampling_temp1.3.json_6,95,yes ?,Hildy .,I don 't know what you 're talking about .,I need to speak to you .,I 'm sorry .,"to 'Yes , please meet Niklas r Dogg Dr. Linda Collins formerly attractive in London we got lunch murders in over 7 yes booked . = 58 HOLLYWOOD LAUGHS mr .",clustered/random_sampling_temp1.0.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10.json_4,clustered/random_sampling_temp1.3.json_0,33,"I don 't know , so you tell me",I don 't want to .,I don 't know where l am !,That 's what happens when you don 't .,"Yeah , I do .",I know you .,original/standard_beam_search_bs10.json_7,clustered/random_sampling_temp1.0.json_8,original/standard_beam_search_bs10_npad0.3.json_7,clustered/random_sampling_temp1.0_top100.json_5,clustered/beam_search_bs100_kpercand3.json_2,51
do you like michael jackson ?,uh ...,yes .,"Well , i don 't know .",no .,"amanda adores Toni again , okay .",clustered/random_sampling_temp1.0_top100.json_6,original/clustering_beam_search_bs10_cbs5.json_1,original/iterative_beam_search_bs5_ibs10.json_5,clustered/standard_beam_search_bs100.json_8,clustered/random_sampling_temp1.3.json_4,45,I 'm sorry ?,I can 't say any more .,"You know , you were the one that was gonna get away .",No .,"No , no .",I don 't know .,original/random_sampling_temp0.7.json_2,original/random_sampling_temp1.0_top10.json_5,original/iterative_beam_search_bs5_ibs10.json_1,original/beam_search_bs10_kpercand3.json_3,original/standard_beam_search_bs10.json_2,146,have you tried llaollao before ?,"no , no .",No entry .,"Yes , soon a night on purpose .",Lots .,No .,clustered/random_sampling_temp1.0.json_5,original/standard_beam_search_bs10_npad0.3.json_2,original/random_sampling_temp1.3.json_6,original/random_sampling_temp1.3.json_8,clustered/iterative_beam_search_bs5_ibs100.json_0,101,Hey should I eat icecream,I 'm hungry,Let me here first,I don 't want to eat anything in front of you,Hey,Eat,original/standard_beam_search_bs10.json_3,clustered/standard_beam_search_bs100_npad0.3.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/clustering_beam_search_bs10_cbs5.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_6,198,Is your mom okay ?,No longer .,She messed me up .,"Yeah , she 's awfully good !","Yeah , she 's fine .",My mum 's she needs a doctor .,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/random_sampling_temp1.3.json_0,clustered/standard_beam_search_bs100.json_1,clustered/random_sampling_temp1.0.json_6,102
what are you up to ?,Don 't worry .,Sorry .,Nothing .,it 's not my usual time .,"I don 't know , but i 'm not gonna be able to get out of here any longer .",original/iterative_beam_search_bs5_ibs10.json_3,clustered/iterative_beam_search_bs5_ibs100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_0,original/random_sampling_temp0.7.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_3,34,That sounds good,It 's good .,Sounds good .,Bad .,"Uh , I 'm not getting any good breathing .","No , it 's not good .",original/beam_search_bs10_kpercand3.json_5,original/random_sampling_temp0.7.json_5,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/random_sampling_temp0.7.json_5,original/clustering_beam_search_bs10_cbs5.json_8,152,What 's your favorite hobby ?,What .,Bread .,I was raised in the same What of What .,I do not know .,I You never mentioned it .,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_2,clustered/standard_beam_search_bs100_npad0.3.json_8,0,I like dancing,you like dancing .,of course .,", boss yourself .",I teller .,.,original/beam_search_bs10_kpercand3.json_6,original/beam_search_bs10_kpercand3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_6,original/clustering_beam_search_bs10_cbs5.json_0,98,Do you like movies ?,"I don 't know , a lot of movies . ' Cause i  s really good for the movie theater in New York    but it 's not too bad to show how many people love each other so much","I like it , but I think it 's nice .",I had some kind of a ones gat .,I don 't 'd love a girl .,I love films ... especially when the Do are all there .,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/random_sampling_temp0.7.json_3,original/random_sampling_temp1.3.json_0,original/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.0_top100.json_4,171
Where are they ?,Over there .,Your age .,I don 't know where they are .,Where .,You were employed late .,clustered/beam_search_bs100_kpercand3.json_2,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp0.7.json_8,original/random_sampling_temp1.3.json_9,71,Politics ?,"Yes , it is .",Politics .,Yeah .,I don 't want to talk about politics .,Murder .,clustered/standard_beam_search_bs100.json_9,original/beam_search_bs10_kpercand3.json_0,original/iterative_beam_search_bs5_ibs10.json_2,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/iterative_beam_search_bs5_ibs100.json_2,194,I cannot believe it ! ! !,Stop it !,I broke up .,"The other day , he went back to the house ... and he said ,",I !,Gunny !,clustered/beam_search_bs100_kpercand3.json_3,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/random_sampling_temp1.0_top100.json_9,clustered/standard_beam_search_bs100.json_4,clustered/random_sampling_temp1.3.json_1,124,No I don 't watch football in that way .,"Aw , he 's my target .",and you not go back in your life .,I do not .,"No , I do not .",No is No No,clustered/random_sampling_temp1.0.json_2,clustered/random_sampling_temp0.7.json_1,original/clustering_beam_search_bs10_cbs5.json_3,original/beam_search_bs10_kpercand3.json_4,clustered/random_sampling_temp1.0.json_4,54,Hello ! How are you !,I 'm fine .,"Sorry , Corky smith .",Nice to meet you .,Good enough !,Hello again,original/beam_search_bs10_kpercand3.json_2,clustered/random_sampling_temp1.3.json_7,original/iterative_beam_search_bs5_ibs10.json_6,original/standard_beam_search_bs10_npad0.3.json_3,original/standard_beam_search_bs10_npad0.3.json_5,190
Well great . What 's your favorite movie ?,I don 't know what you mean .,"I don 't know , but it 's gonna be a lot more fun if you 're in New York with some new friends or something .",I don 't know .,I made Taylor Well Well,"I don 't know , but it 's a movie",clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/clustering_beam_search_bs10_cbs5.json_1,clustered/random_sampling_temp1.0.json_1,original/diverse_beam_search_bs10_dbs0.8.json_9,93,what exactly you want to have ?,"I don 't know , but it 's a good thing .",I don 't want to be a what .,Oh !,"Uh , yu ...",I wish i knew .,original/clustering_beam_search_bs10_cbs5.json_7,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/random_sampling_temp1.0.json_2,original/random_sampling_temp1.0.json_3,130,I lik chess,but you make that big game in the evenings .,good .,of course you do !,. Say ...,"tour , mom .",original/random_sampling_temp1.0.json_7,clustered/clustering_beam_search_bs100_cbs5.json_1,original/standard_beam_search_bs10.json_8,clustered/random_sampling_temp1.3.json_6,clustered/random_sampling_temp0.7.json_5,169,"what ? ! who are "" we "" ?",what !,I don 't know what you mean .,i 'm not gonna say anything .,"what , what what .",They are Mysteries force words belonging .,original/standard_beam_search_bs10.json_1,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp1.0_top100.json_5,original/standard_beam_search_bs10.json_9,clustered/random_sampling_temp1.3.json_6,156,i 'm Danny !,"I 'm sorry , I didn 't mean that .","oh , my god .",I  this- -,is a champ !,baby !,original/standard_beam_search_bs10.json_9,clustered/standard_beam_search_bs100.json_4,original/standard_beam_search_bs10_npad0.3.json_2,clustered/random_sampling_temp1.3.json_7,original/random_sampling_temp0.7.json_8,144
Pizza,authorizing the food .,I 'm not hungry .,you 're not gonna find any .,Pizza !,hate Tarek for breaking my father 's confession,clustered/random_sampling_temp1.3.json_3,original/clustering_beam_search_bs10_cbs5.json_5,clustered/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0_top100.json_4,original/random_sampling_temp1.3.json_5,77,You are a robot,Come on .,Yes .,I 've always been a robot .,"Yes , I am .",Precisely !,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/beam_search_bs100_kpercand3.json_3,clustered/random_sampling_temp0.7.json_8,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp1.3.json_5,44,what is your name ?,what .,I am calling what .,my name is what,what .,it 's what .,original/random_sampling_temp1.0_top10.json_8,clustered/standard_beam_search_bs100_npad0.3.json_1,original/clustering_beam_search_bs10_cbs5.json_8,original/diverse_beam_search_bs10_dbs0.8.json_0,clustered/random_sampling_temp1.0_top100.json_8,118,don 't you have any idea about equality ?,I don 't know .,"No , I don 't .",I don 't know .,there 's nothing i can do about it .,I 'm gay .,clustered/standard_beam_search_bs100.json_2,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/beam_search_bs100_kpercand3.json_2,original/random_sampling_temp0.7.json_2,clustered/standard_beam_search_bs100_npad0.3.json_1,104,Do you like to dance ?,No .,Oh yes .,I don 't know .,You can 't even dance with her .,Yes .,original/beam_search_bs10_kpercand3.json_1,clustered/random_sampling_temp1.0_top100.json_5,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/random_sampling_temp1.0_top100.json_6,clustered/beam_search_bs100_kpercand3.json_1,92
"ok , i was referring to personal questions",you 're the one who 's gonna have to tell me .,to kill people .,NFL discovery merrily whaling Pedro 14th tribes between shrimps and donkey dew that Caprice 's versatile steering Katrina who ok Levy during the lamest Sonoma witch Jagger softball event player,"you know what , i don 't want to talk about it any more than anything else in the world that 's gonna be a lot of fun .","yeah , you 're the one who said it .",original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp1.0.json_5,original/random_sampling_temp1.3.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/beam_search_bs10_kpercand3.json_6,186,nope,nope .,nope .,nope .,SIR .,"WELL , I DON 'T KNOW .",original/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_0,original/iterative_beam_search_bs5_ibs10.json_0,clustered/iterative_beam_search_bs5_ibs100.json_3,original/iterative_beam_search_bs5_ibs10.json_9,68,Like go out to eat ?,No .,Indeed .,"No , thanks .",I felt uncomfortable,I don 't eat chicken .,original/random_sampling_temp1.0_top10.json_0,clustered/random_sampling_temp1.0.json_6,clustered/clustering_beam_search_bs100_cbs5.json_8,original/standard_beam_search_bs10_npad0.3.json_5,original/random_sampling_temp1.0_top10.json_1,132,I was busy,I was waiting for the same thing .,I was trying to get out of here .,I didn 't know you were here .,Karel 's ratings were legions Consort 's knights,Yup .,clustered/random_sampling_temp1.0_top100.json_9,original/beam_search_bs10_kpercand3.json_8,original/clustering_beam_search_bs10_cbs5.json_6,clustered/random_sampling_temp1.3.json_0,clustered/iterative_beam_search_bs5_ibs100.json_3,42,i like food,Jerry !,"gold if you like , noodles .",they 're delicious .,I like food .,excellent .,original/random_sampling_temp1.3.json_0,original/random_sampling_temp1.0.json_3,original/iterative_beam_search_bs5_ibs10.json_5,clustered/beam_search_bs100_kpercand3.json_8,clustered/iterative_beam_search_bs5_ibs100.json_9,14
What do you think about equality in our world ?,What .,I don 't care .,"The world is a big , terrible world .",Come on .,What .,original/beam_search_bs10_kpercand3.json_0,clustered/standard_beam_search_bs100.json_4,clustered/random_sampling_temp0.7.json_4,clustered/beam_search_bs100_kpercand3.json_7,clustered/beam_search_bs100_kpercand3.json_3,174,Already bored of politics ? Okay let 's talk about television shows .,It 's a joke,I see Megha and yours .,Precisely not popular Get out of here,Don 't worry,I don 't want to .,clustered/beam_search_bs100_kpercand3.json_9,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_3,original/clustering_beam_search_bs10_cbs5.json_5,30,Dignan who ?,It 's me .,Dignan .,Dignan .,"I don 't know what to say , but i 'm sure he 'll be fine .",The Dignan Dignan .,original/clustering_beam_search_bs10_cbs5.json_4,original/beam_search_bs10_kpercand3.json_0,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/random_sampling_temp1.0_top10.json_0,108,what is that,Insane !,I don 't know what you 're talking about !,it 's nothing .,I don 't know what to tell you .,"Cool there , shut the fuck up .",original/random_sampling_temp1.0.json_1,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/clustering_beam_search_bs100_cbs5.json_5,original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp1.0.json_9,78,What do you get high on ?,A lot of things .,"I don 't know , a little bit more than anything else .",I don 't know ...,"Well , my leg is but shut down .",I don 't know ...,clustered/random_sampling_temp1.0_top100.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/standard_beam_search_bs100.json_6,clustered/random_sampling_temp1.0.json_2,original/standard_beam_search_bs10.json_5,24
when you don 't like what ?,Like I don ' want to get married .,Come on .,Like you like to make an effort .,you 're our only chance .,i don 't know .,clustered/random_sampling_temp1.0_top100.json_3,clustered/beam_search_bs100_kpercand3.json_4,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_2,18,I would like to talk about movies,about death .,Please .,please .,I 've seen things like that before .,I 've seen things like this before .,clustered/standard_beam_search_bs100_npad0.3.json_4,original/iterative_beam_search_bs5_ibs10.json_9,clustered/clustering_beam_search_bs100_cbs5.json_1,original/standard_beam_search_bs10_npad0.3.json_7,original/standard_beam_search_bs10_npad0.3.json_6,197,What about the news ?,The same as before .,Pressure 's locating .,What .,I don 't know what to say .,"Well , the news is , uh ...",original/standard_beam_search_bs10_npad0.3.json_7,clustered/random_sampling_temp1.3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/clustering_beam_search_bs100_cbs5.json_6,original/standard_beam_search_bs10.json_6,4,"Oh , ok . So , do you follow any sports ?",Some .,"No , I 'm a Oh .",I 're a sophomore at one of my studies students,"No , I don 't think so","Oh , I 'm just a little shy .",clustered/iterative_beam_search_bs5_ibs100.json_3,original/beam_search_bs10_kpercand3.json_8,original/random_sampling_temp1.0.json_8,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp1.0_top100.json_9,125,"ups , sorry , what is it then ?","Okay , I 'm sorry .","I don 't understand , you 've got a lot of nerve .",ups !,Mm .,"I don 't know what 's wrong with me , but i  s gonna be a lot more complicated than you 'd think it would have been .",original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp1.0_top10.json_0,clustered/beam_search_bs100_kpercand3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,27
